product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,weekday,weekend,holiday,month,year,s,volume,comp_1,fp1,comp_2,fp2,comp_3,fp3,lag_price,lag_ps1,lag_ps2,lag_ps3,lag_total_price,lag_customers,lag_product_score,lag_qty,total_price_log,mean_prev_price,var_prev_price
consoles1,consoles_games,2018-07-01,1,36.2,22.18,36.2,49,100,4,150,22,9,1,7,2018,7.59180791,2304,36.2,22.18,36.2,22.18,36.2,22.18,36.2,4.2,4.2,4.2,72.4,2.0,4.2,2.0,3.589059118831725,5.065352314782307,0.24631373467594023
health1,health_beauty,2017-08-01,3,254.97,15.57,84.99,49,1495,3,600,23,8,1,8,2017,3.125,8151,23.39740741,14.27678571,89.99,13.41055556,58.99,16.24090909,84.94,4.3,4.1,3.9,254.97,82.0,3.8,3.0,5.541145891178644,6.090108864559706,0.6365932025547478
garden3,garden_tools,2018-02-01,14,1680.0,33.00214286,120.0,47,1893,1,6050,20,8,2,2,2018,11.58685065,8000,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,123.3316667,4.1,4.2,4.1,1479.98,137.0,4.1,12.0,7.426549072397305,5.952427017070548,3.6307408874780545
bed2,bed_bath_table,2017-09-01,23,2067.7,18.77652174,89.9,54,245,1,1383,21,9,1,9,2017,6.406685237,20000,89.9,18.77652174,163.3987097,24.3246875,45.95,15.1,89.9,3.9,4.4,4.0,3326.3,90.0,3.9,37.0,7.634192157406724,7.399839198679211,0.9286376492778009
garden7,garden_tools,2017-10-01,11,658.9,14.80727273,59.9,57,339,2,1800,22,9,2,10,2017,18.96551724,32560,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,59.9,4.1,4.2,4.1,299.5,115.0,4.2,5.0,6.490571777919774,5.5365447458288966,0.5134387583729484
bed5,bed_bath_table,2017-08-01,52,10375.0,19.41288462,199.5098039,56,162,5,9750,23,8,1,8,2017,33.76623377,12600,89.9,14.65675676,199.5098039,19.41288462,45.95,14.2875,205.0,3.9,4.4,4.0,12095.0,123.0,4.4,59.0,9.247154345098899,7.472034932043549,4.0824591979808
consoles1,consoles_games,2017-08-01,24,477.6,16.16375,19.9,49,100,4,150,23,8,1,8,2017,20.33898305,2304,19.9,16.16375,19.9,15.83272727,19.9,16.16375,19.9,4.2,3.9,4.2,258.7,13.0,4.2,13.0,6.168773562078393,4.854453286789366,0.5166102456218521
computers1,computers_accessories,2018-08-01,1,79.9,13.9,79.9,45,236,1,173,23,8,1,8,2018,3.192898781,2808,119.99,39.046,149.9,24.76,77.9,13.415,66.34214286,4.2,4.3,3.5,1199.48,43.0,4.0,18.0,4.380775852772229,6.648193138764517,0.7633209859972885
health7,health_beauty,2017-02-01,5,324.95,15.348,64.99,59,492,2,200,20,8,2,2,2017,13.92857143,3960,19.99,11.75090909,64.99,15.348,64.99,15.348,64.99,3.9,3.9,3.9,64.99,9.0,3.9,1.0,5.783671324340357,5.021680409574648,1.4363328277143397
garden1,garden_tools,2017-02-01,1,99.99,28.89,99.99,58,1893,1,5950,20,8,2,2,2017,7.510204082,8000,99.99,28.89,99.99,28.89,99.99,28.89,99.94,4.3,4.3,4.3,99.99,3.0,4.3,1.0,4.605070180987758,7.247792581767846,0.0
consoles2,consoles_games,2017-12-01,17,416.5,13.52470588,24.5,56,237,3,100,21,10,1,12,2017,23.28767123,2304,24.5,12.87375,24.5,13.52470588,24.5,13.52470588,24.5,4.2,3.9,3.9,563.5,49.0,3.9,23.0,6.031886461606897,5.028616874278875,1.1529624938880187
watches2,watches_gifts,2018-08-01,3,414.0,23.52666667,138.0,35,591,3,444,23,8,1,8,2018,5.461711712,4480,112.0,13.44,105.0,23.38571429,145.5509091,21.89727273,138.98,4.2,4.2,3.8,694.9,122.0,4.0,5.0,6.025865973825314,6.849191276624305,0.6160882027073346
garden8,garden_tools,2018-03-01,13,2277.0,57.29846154,175.1538462,33,2188,2,7650,22,9,1,3,2018,16.66666667,8000,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,179.0,4.1,4.2,4.1,2148.0,160.0,4.2,12.0,7.7306140660637395,6.913305888450272,2.2300886010225436
computers3,computers_accessories,2017-08-01,13,1884.45,19.28538462,144.96,42,363,1,922,23,8,1,8,2017,13.68421053,7650,145.7042857,36.46,144.96,19.28538462,144.96,19.28538462,146.6,4.2,4.2,4.2,584.77,17.0,4.2,4.0,7.541391280118536,6.896843629968506,0.7380940092581781
garden1,garden_tools,2017-11-01,28,2519.72,39.33678571,89.99,58,1893,1,5950,22,8,4,11,2017,28.57142857,8000,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,95.29,4.1,4.2,4.1,1619.93,146.0,4.3,17.0,7.831903063221061,6.190999357186473,0.601597408340209
health7,health_beauty,2017-04-01,9,584.91,15.16888889,64.99,59,492,2,200,20,10,2,4,2017,12.39285714,3960,19.99,18.03846154,64.99,15.16888889,64.99,15.16888889,64.99,4.3,4.1,3.9,584.91,25.0,3.9,9.0,6.371457989242477,5.8824780718952345,0.8220182903556716
garden8,garden_tools,2017-12-01,15,2759.85,47.594,183.99,33,2188,2,7650,21,10,1,12,2017,37.5,8000,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,179.99,4.1,4.2,4.1,2339.87,339.0,4.2,13.0,7.922931609408212,6.963667171373581,0.6934694357266616
health9,health_beauty,2018-07-01,3,71.97,18.81,23.99,48,575,1,100,22,9,1,7,2018,9.123015873,4500,23.99,18.81,79.99,16.745,58.99,7.67,23.99,4.3,4.1,3.9,71.97,131.0,4.3,3.0,4.276249365519713,5.537410432823875,0.3386816098400375
watches1,watches_gifts,2017-06-01,5,925.0,14.74,185.0,35,514,2,4338,22,8,1,6,2017,9.821910416,2856,163.0,14.265,185.0,14.74,185.0,14.74,184.95,3.8,3.8,3.8,766.83,3.0,3.8,3.0,6.829793737512425,7.252694588979713,0.8011213394735993
watches1,watches_gifts,2018-02-01,6,1092.0,19.33,182.0,35,514,2,4338,20,8,2,2,2018,5.504587156,2856,128.2416667,15.92666667,108.0,18.25363636,182.0,19.33,199.0,3.8,4.2,3.8,398.0,59.0,3.8,2.0,6.9957661563048505,5.986452005284438,0.0
garden9,garden_tools,2018-07-01,9,449.1,27.77,49.9,58,340,2,1500,22,9,1,7,2018,7.261023972,19800,49.91,28.37333333,49.9,33.28142857,49.9,20.99,49.9,4.1,4.2,4.1,399.2,58.0,4.0,8.0,6.107245580093692,6.556011800782414,0.6865892099527341
health5,health_beauty,2017-10-01,10,3499.0,22.84,349.9,51,625,1,900,22,9,2,10,2017,15.625,11400,23.99,13.13666667,89.99,16.56291667,58.99,19.06526316,349.9,4.3,4.1,3.9,2449.3,89.0,4.3,7.0,8.160232492367689,7.594139547200702,0.8104419473940772
bed2,bed_bath_table,2017-03-01,22,1977.8,13.65272727,89.9,54,245,1,1383,23,8,1,3,2017,9.704691852,20000,89.9,13.65272727,89.9,13.65272727,89.9,13.65272727,89.9,3.9,3.9,3.9,179.8,2.0,3.9,2.0,7.58974039483589,6.681872327998248,1.6817547682782301
furniture1,furniture_decor,2017-09-01,12,460.8,17.95,38.4,49,829,1,850,21,9,1,9,2017,16.21621622,10000,38.4,17.95,38.4,17.95,38.4,17.95,38.4,4.1,3.7,3.7,307.2,14.0,3.7,8.0,6.132964109381681,5.660994039914369,0.8541647858041865
computers5,computers_accessories,2018-04-01,10,880.0,10.869,88.0,33,300,1,207,21,9,1,4,2018,8.064516129,2926,120.9230769,27.25303571,149.9,30.22742857,80.66666667,18.17230769,88.0,4.2,4.3,3.5,528.0,127.0,3.5,6.0,6.779921907472252,7.6746307594081005,1.533037913603197
health8,health_beauty,2017-05-01,6,539.94,16.09833333,89.99,59,492,3,250,23,8,1,5,2017,9.134440538,3960,19.99,14.8475,89.99,16.09833333,64.99,14.811875,89.94,4.3,4.1,3.9,539.94,25.0,4.1,6.0,6.291458022273912,7.068213037056521,0.2189025603909421
garden5,garden_tools,2017-05-01,20,1956.0,39.8975,97.58823529,36,450,1,9000,23,8,1,5,2017,19.04761905,19656,59.9,19.7325,59.9,26.24666667,97.58823529,39.8975,82.63333333,4.1,4.1,4.1,247.9,17.0,4.1,3.0,7.578656850594762,5.346135215646188,0.39757523358084984
watches7,watches_gifts,2017-11-01,9,3111.36,14.27555556,345.7066667,46,501,4,363,22,8,4,11,2017,27.27272727,3042,133.0,19.91666667,108.0,15.90846154,174.4333333,20.99277778,346.158,4.2,3.7,3.8,3461.58,43.0,3.7,10.0,8.042815208621292,7.3258338128991,1.172953857724837
perfumery2,perfumery,2018-05-01,17,2038.3,15.85235294,119.9,29,178,1,400,23,8,3,5,2018,20.73170732,4693,119.9,15.85235294,119.9,15.85235294,119.9,15.85235294,117.975,4.3,4.4,4.4,943.8,10.0,4.4,8.0,7.619871406089684,6.6833997254678135,0.1856239061778593
computers1,computers_accessories,2018-06-01,4,292.0,17.1875,73.0,45,236,1,173,21,9,0,6,2018,10.06889242,2808,114.4911538,53.62555556,149.9,27.62666667,78.9,17.328,72.95,4.2,4.3,3.5,470.0,107.0,4.0,5.0,5.676753802268282,6.8867766967461685,0.7376552140895082
watches3,watches_gifts,2017-11-01,2,156.0,7.8,78.0,59,319,4,250,22,8,4,11,2017,9.523809524,640,133.0,19.91666667,108.0,15.90846154,174.4333333,20.99277778,78.0,4.2,3.9,3.8,234.0,43.0,3.9,3.0,5.049856007249537,5.977344773634133,2.0069470256051507
computers5,computers_accessories,2017-10-01,1,167.0,14.92,167.0,33,300,1,207,22,9,2,10,2017,33.33333333,2926,154.6958824,43.88117647,167.0,14.92,167.0,14.92,166.95,4.2,3.5,3.5,167.0,31.0,3.5,1.0,5.1179938124167546,6.811319655393696,1.716909851086085
cool4,cool_stuff,2017-11-01,27,4248.73,20.83703704,157.3603704,40,1456,1,2425,22,8,4,11,2017,38.57142857,16530,99.99,16.1875,129.99,22.67444444,157.3603704,20.83703704,146.99,4.2,4.3,3.8,1763.88,33.0,3.8,12.0,8.354375393732402,6.67249104502944,1.5162111020455458
health2,health_beauty,2018-05-01,19,6270.0,15.74789474,330.0,60,2644,6,400,23,8,3,5,2018,12.02531646,2992,23.99,7.988571429,79.99,21.943125,58.99,9.4225,330.0,4.2,4.1,3.9,6930.0,118.0,4.2,21.0,8.743531633626967,8.742029486054328,0.20450790252720355
furniture3,furniture_decor,2018-02-01,4,153.6,15.61,38.4,41,789,1,950,20,8,2,2,2018,9.090909091,14000,69.9,16.11590909,38.4,18.68555556,99.9,28.89076923,38.4,4.1,3.7,4.4,576.0,125.0,3.8,15.0,5.034351820713572,6.356107660695891,0.0
garden5,garden_tools,2018-03-01,1,101.0,67.02,101.0,36,450,1,9000,22,9,1,3,2018,9.107142857,19656,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,101.0,4.1,4.2,4.1,202.0,160.0,4.1,2.0,4.61512051684126,5.77784827371782,0.16606517398651396
garden9,garden_tools,2017-11-01,82,4397.7,17.80780488,53.37910448,58,340,2,1500,22,8,4,11,2017,37.6146789,19800,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,59.9,4.1,4.2,4.1,1138.1,146.0,4.0,19.0,8.388836955964095,6.59505199252759,0.562070124240877
perfumery2,perfumery,2018-06-01,14,1668.5,14.17285714,119.1785714,29,178,1,400,21,9,0,6,2018,17.07317073,4693,119.1785714,14.17285714,119.1785714,14.17285714,119.1785714,14.17285714,119.9,4.4,4.4,4.4,2038.3,16.0,4.4,17.0,7.4196802981914285,6.870694061592188,0.3146137713547448
health4,health_beauty,2018-01-01,15,448.5,9.551333333,29.9,55,388,1,250,23,8,2,1,2018,12.09677419,1200,23.99,11.28736842,89.99,14.811,58.99,22.67833333,29.9,4.3,4.1,3.9,179.4,112.0,4.5,6.0,6.105908681498851,0.0,0.0
furniture2,furniture_decor,2018-03-01,65,4543.5,18.42507692,69.9,44,903,6,2600,22,9,1,3,2018,15.73849879,15000,69.9,18.42507692,35.48571429,15.44823529,99.9,22.14583333,69.9,4.1,3.7,4.4,3075.6,52.0,4.1,44.0,8.421452919135401,8.541768675237966,0.521247846985936
cool4,cool_stuff,2017-07-01,1,134.99,15.7,134.99,40,1456,1,2425,21,10,1,7,2017,1.428571429,16530,99.99,16.52909091,129.99,18.715625,134.99,15.7,134.94,4.2,4.3,3.8,134.99,42.0,3.8,1.0,4.9052007016207355,7.355441176230677,0.11349892703669011
garden9,garden_tools,2017-10-01,19,1138.1,17.73052632,59.9,58,340,2,1500,22,9,2,10,2017,8.71559633,19800,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,59.9,4.1,4.2,4.1,1377.7,115.0,4.0,23.0,7.037115484287844,6.563476028830428,0.5892002329121037
consoles1,consoles_games,2018-05-01,3,108.6,15.87,36.2,49,100,4,150,23,8,3,5,2018,12.5,2304,36.2,15.87,36.2,15.87,36.2,15.87,35.05714286,4.2,3.9,4.2,245.4,13.0,4.2,7.0,4.687671407499835,5.288855697536783,0.042668149328083965
health9,health_beauty,2017-09-01,24,575.76,16.12,23.99,48,575,1,100,21,9,1,9,2017,10.66666667,4500,23.99,16.12,89.99,13.96428571,58.99,15.6392,23.39740741,4.3,4.1,3.9,651.72,82.0,4.3,28.0,6.355690907199548,5.3955831004163315,0.643163518550544
bed4,bed_bath_table,2017-10-01,29,1331.1,13.88241379,45.9,38,735,5,800,22,9,2,10,2017,39.7260274,8000,89.9,21.57214286,45.9,13.88241379,45.95,15.1,45.85,3.9,4.2,4.0,1331.1,50.0,4.2,29.0,7.193760947052973,5.644782267228357,0.7992257821646936
garden2,garden_tools,2017-06-01,5,299.5,15.978,59.9,59,341,2,1850,22,8,1,6,2017,12.84385113,32560,59.9,17.67,59.9,16.26,59.9,15.978,59.9,4.1,4.2,4.3,119.8,34.0,4.3,2.0,5.702114417555504,4.910141010213978,0.34376181198850003
watches8,watches_gifts,2018-06-01,3,457.9,19.17,152.6333333,35,640,1,335,21,9,0,6,2018,2.654867257,2992,119.0,19.20666667,105.0,23.82357143,138.22,16.108,145.1666667,4.2,4.2,3.8,4355.0,260.0,4.1,30.0,6.126650819663049,7.678699169231033,0.82129560642938
watches4,watches_gifts,2018-04-01,21,2205.0,13.63142857,105.0,58,3006,2,1000,21,9,1,4,2018,10.55276382,7632,105.648625,2.181647059,105.0,13.63142857,150.1333333,19.44777778,105.6428571,4.2,4.2,3.8,2214.0,125.0,4.2,21.0,7.6984827878809465,8.115838587633922,0.14879204641569055
health5,health_beauty,2017-03-01,2,699.8,21.275,349.9,51,625,1,900,23,8,1,3,2017,10.80163043,11400,19.99,13.81888889,89.99,13.02,64.99,17.26222222,349.9,4.3,4.3,3.9,1399.6,19.0,4.3,4.0,6.550794579933587,8.022320587796127,0.33698202669543537
garden4,garden_tools,2018-04-01,28,1509.2,19.07142857,53.9,57,366,2,1650,21,9,1,4,2018,14.73684211,19800,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,53.9,4.1,4.2,4.1,1401.4,116.0,4.1,26.0,7.319334988090155,7.535563164231927,0.07470212948554161
watches6,watches_gifts,2017-07-01,11,1777.5,15.52545455,161.5909091,33,523,3,584,21,10,1,7,2017,10.47341115,2288,161.5909091,15.52545455,161.5909091,15.52545455,197.383,16.606,163.0,4.2,4.2,3.8,652.0,17.0,4.2,4.0,7.482963161677396,7.796708560121929,1.6187071092002552
computers2,computers_accessories,2017-12-01,12,1318.8,25.24916667,109.9,33,256,1,180,21,10,1,12,2017,92.30769231,2210,149.99,38.57,109.9,25.24916667,109.9,25.24916667,109.9,4.2,3.5,3.5,109.9,36.0,3.5,1.0,7.184477511197576,6.745852140544723,1.649031856814381
garden5,garden_tools,2018-04-01,1,101.0,79.76,101.0,36,450,1,9000,21,9,1,4,2018,7.678571429,19656,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,101.0,4.1,4.2,4.1,101.0,116.0,4.1,1.0,4.61512051684126,5.4923381554071735,0.33665429501540445
furniture2,furniture_decor,2017-11-01,44,3300.0,16.13272727,75.0,44,903,6,2600,22,8,4,11,2017,38.59649123,15000,75.0,16.13272727,36.85428571,13.65214286,99.9,21.19,75.0,4.1,3.7,4.1,375.0,17.0,4.1,5.0,8.101677747454572,7.072303146084487,2.35968028869839
cool2,cool_stuff,2017-06-01,17,2209.83,17.06117647,129.99,33,897,1,1600,22,8,1,6,2017,15.31531532,15750,99.99,13.82642857,129.99,17.06117647,129.99,17.06117647,129.99,4.2,4.3,4.3,2339.82,58.0,4.3,18.0,7.700670868476143,6.251502120258656,1.4393597633003148
garden6,garden_tools,2018-04-01,46,2479.4,5.28173913,53.9,56,348,2,1550,21,9,1,4,2018,22.11538462,19800,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,53.9,4.1,4.2,4.1,1670.9,116.0,4.1,31.0,7.815771874404046,7.13396163893687,0.41641175082200305
health5,health_beauty,2017-12-01,7,2449.3,29.09285714,349.9,51,625,1,900,21,10,1,12,2017,10.9375,11400,23.99,12.45684211,89.99,15.89473684,58.99,16.33222222,322.1363636,4.3,4.1,3.9,3543.5,139.0,4.3,11.0,7.803557548428955,7.654393421738416,0.7529711951081816
computers4,computers_accessories,2017-03-01,3,479.97,33.4,159.99,59,1893,1,6550,23,8,1,3,2017,10.54209184,8000,159.99,33.4,159.99,33.4,159.99,33.4,159.99,4.2,4.2,4.2,479.97,3.0,4.2,3.0,6.17372360194873,7.809498510498273,2.0427118960365727
health8,health_beauty,2018-04-01,14,1119.86,14.485,79.99,59,492,3,250,21,9,1,4,2018,12.38938053,3960,79.99,14.485,79.99,14.485,58.99,16.30272727,83.74,4.3,4.1,3.9,1339.84,169.0,4.1,16.0,7.020958956475988,7.080026557201653,0.29093968546645976
consoles1,consoles_games,2017-11-01,28,686.0,13.64535714,24.5,49,100,4,150,22,8,4,11,2017,23.72881356,2304,24.5,13.64535714,24.5,13.65217391,24.5,13.64535714,21.54285714,4.2,3.9,4.2,603.2,38.0,4.2,28.0,6.530877627725885,5.174013969536437,0.7014218027245263
garden3,garden_tools,2018-05-01,8,880.0,39.37125,110.0,47,1893,1,6050,23,8,3,5,2018,7.548701299,8000,53.41515152,10.75303571,53.70952381,13.51034483,53.05789474,12.98,110.0,4.1,4.2,4.1,770.0,111.0,4.1,7.0,6.779921907472252,6.441200208881663,0.9397352203626512
bed3,bed_bath_table,2017-12-01,7,693.0,18.66285714,99.0,55,312,1,1550,21,10,1,12,2017,18.91891892,20944,88.48823529,18.89833333,99.0,18.66285714,39.99,15.23,99.0,3.9,3.3,4.0,2178.0,97.0,3.3,22.0,6.541029999189903,6.603743895964624,0.8558780882982684
cool5,cool_stuff,2018-02-01,9,899.91,19.08111111,99.99,54,995,1,4475,20,8,2,2,2018,37.5,32736,99.99,13.72,129.99,16.71,99.99,19.08111111,99.99,4.2,4.3,4.4,599.94,102.0,4.3,6.0,6.802294758323977,6.396829650215813,0.0
garden3,garden_tools,2017-10-01,12,1105.92,30.83416667,92.594,47,1893,1,6050,22,9,2,10,2017,15.58441558,8000,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,104.25,4.1,4.2,4.1,417.0,115.0,4.1,4.0,7.008432846735581,6.246248182571444,0.6916247456137433
garden7,garden_tools,2018-04-01,8,431.2,19.56375,53.9,57,339,2,1800,21,9,1,4,2018,7.879612825,32560,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,53.9,4.1,4.2,4.1,161.7,116.0,4.2,3.0,6.066572019594787,5.376353815350315,1.0043958055675157
health8,health_beauty,2018-06-01,13,1039.87,13.36230769,79.99,59,492,3,250,21,9,0,6,2018,8.83440417,3960,23.99,16.27,79.99,13.36230769,58.99,16.43,79.99,4.3,4.1,3.9,1279.84,159.0,4.1,16.0,6.946850984322267,6.935492085879887,0.21190567955367284
health6,health_beauty,2018-01-01,3,185.97,24.05,61.99,50,1257,1,350,23,8,2,1,2018,2.0,2964,23.99,11.28736842,89.99,14.811,58.99,22.67833333,61.94,4.3,4.1,3.9,185.97,98.0,3.9,3.0,5.225585370381937,0.0,0.0
health2,health_beauty,2017-09-01,11,3575.0,19.52363636,325.0,60,2644,6,400,21,9,1,9,2017,29.72972973,2992,23.99,16.12,89.99,13.96428571,58.99,15.6392,325.0,4.3,4.1,3.9,1950.0,82.0,4.2,6.0,8.181720455128108,8.594917198073352,0.2628454528783932
garden6,garden_tools,2018-08-01,6,299.46,20.32833333,49.91,56,348,2,1550,23,8,1,8,2018,8.507525084,19800,49.91,20.32833333,49.9,36.442,49.9,32.32,49.91,4.1,4.2,4.1,299.46,54.0,4.1,6.0,5.701980852709573,6.6704243889373975,1.4819179639062945
garden10,garden_tools,2018-01-01,29,1447.1,15.84103448,49.9,59,341,2,1750,23,8,2,1,2018,16.86046512,32560,49.9,19.495,49.9,15.84103448,49.9,16.50512821,55.425,4.1,4.2,4.1,1769.7,184.0,4.2,32.0,7.277316832743947,0.0,0.0
watches2,watches_gifts,2017-07-01,6,1016.95,14.95,171.792,35,591,3,444,21,10,1,7,2017,7.526276276,4480,161.5909091,15.52545455,171.792,14.95,197.383,16.606,157.99,4.2,4.0,3.8,789.95,17.0,4.0,5.0,6.924563230631504,6.896990520597041,0.9031511335989895
health9,health_beauty,2018-08-01,2,47.98,16.77,23.99,48,575,1,100,23,8,1,8,2018,8.007936508,4500,23.99,16.77,82.82142857,12.41857143,58.99,12.08333333,23.99,4.3,4.1,3.9,71.97,113.0,4.3,3.0,3.8707842574115485,5.512875319109008,0.4881055991810241
computers6,computers_accessories,2018-03-01,51,7644.9,28.47588235,149.9,48,894,1,533,22,9,1,3,2018,18.61313869,4840,136.1428571,48.0475,149.9,28.47588235,81.02391304,18.22148148,149.9,4.2,4.3,3.5,10343.1,202.0,4.3,69.0,8.941794037832878,8.674056752264752,0.6498413996249989
computers3,computers_accessories,2017-09-01,12,1656.87,35.9225,138.59,42,363,1,922,21,9,1,9,2017,12.63157895,7650,151.99,43.72272727,138.59,35.9225,138.59,35.9225,144.96,4.2,4.2,4.2,1884.45,15.0,4.2,13.0,7.412685559309577,7.004268238326844,0.6597154862921968
computers2,computers_accessories,2018-06-01,10,789.0,17.328,78.9,33,256,1,180,21,9,0,6,2018,5.882352941,2210,114.4911538,53.62555556,149.9,27.62666667,78.9,17.328,79.8,4.2,4.3,3.5,876.9,78.0,3.5,11.0,6.670766320845874,7.598484569455678,0.571522267537386
health7,health_beauty,2018-06-01,6,353.94,16.43,58.99,59,492,2,200,21,9,0,6,2018,11.35714286,3960,23.99,16.27,79.99,13.36230769,58.99,16.43,58.99,4.3,4.1,3.9,235.96,159.0,3.9,4.0,5.869127407243039,6.15188456898417,0.6738579849081334
watches2,watches_gifts,2017-09-01,10,1604.0,17.856,160.4,35,591,3,444,21,9,1,9,2017,13.51351351,4480,148.7785714,14.04111111,160.4,17.856,164.57,19.528,169.9,4.2,4.0,3.8,849.5,48.0,4.0,5.0,7.380255788426459,6.774343521824397,0.6161034328210603
garden1,garden_tools,2017-09-01,7,735.0,30.04,102.5,58,1893,1,5950,21,9,1,9,2017,7.142857143,8000,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,120.0,4.1,4.2,4.1,240.0,113.0,4.3,2.0,6.5998704992128365,6.076141499882459,0.5564737634481001
health8,health_beauty,2017-08-01,18,1619.82,13.41055556,89.99,59,492,3,250,23,8,1,8,2017,9.261728694,3960,23.39740741,14.27678571,89.99,13.41055556,58.99,16.24090909,89.99,4.3,4.1,3.9,1529.83,61.0,4.1,17.0,7.390070310942021,6.949835117119838,0.17021520335781595
garden3,garden_tools,2017-06-01,2,239.98,34.2,119.99,47,1893,1,6050,22,8,1,6,2017,9.111201299,8000,59.9,17.67,59.9,16.26,119.99,34.2,109.99,4.1,4.2,4.1,219.98,34.0,4.1,2.0,5.4805555865362425,6.478835953169506,0.835016361050219
consoles1,consoles_games,2018-02-01,5,162.5,15.256,32.5,49,100,4,150,20,8,2,2,2018,20.83333333,2304,32.5,15.256,32.5,11.85,32.5,15.256,32.45,4.2,3.9,4.2,392.0,30.0,4.2,16.0,5.090678001769792,0.0,0.0
garden8,garden_tools,2017-11-01,13,2339.87,43.14153846,179.99,33,2188,2,7650,22,8,4,11,2017,32.5,8000,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,179.99,4.1,4.2,4.1,1079.94,146.0,4.2,6.0,7.757850651252924,6.897485214716969,0.6943950193058096
health8,health_beauty,2018-02-01,17,1529.83,16.30764706,89.99,59,492,3,250,20,8,2,2,2018,15.04424779,3960,23.99,12.55,89.99,16.30764706,58.99,19.575,89.99,4.3,4.1,3.9,1799.8,98.0,4.1,20.0,7.332911897102073,7.495430826599848,0.0
garden10,garden_tools,2018-02-01,36,1828.4,17.51944444,50.9,59,341,2,1750,20,8,2,2,2018,20.93023256,32560,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,49.9,4.1,4.2,4.1,1447.1,137.0,4.2,29.0,7.511196546457589,7.277316832743947,0.0
garden2,garden_tools,2017-04-01,5,299.5,18.652,59.9,59,341,2,1850,20,10,2,4,2017,6.593851133,32560,59.9,18.652,59.9,18.652,59.9,18.652,59.85,4.3,4.3,4.3,299.5,17.0,4.3,5.0,5.702114417555504,4.635485315302912,0.4958095763373011
watches1,watches_gifts,2017-08-01,15,2698.5,14.92666667,179.9,35,514,2,4338,23,8,1,8,2017,13.86940097,2856,160.6692308,15.18538462,179.9,14.92666667,179.9,14.92666667,197.383,4.2,3.8,3.8,1973.83,29.0,3.8,10.0,7.900451342058697,7.141805097667799,0.7408799513347313
garden4,garden_tools,2017-09-01,13,778.7,16.29461538,59.9,57,366,2,1650,21,9,1,9,2017,6.565656566,19800,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,59.9,4.1,4.2,4.1,1377.7,113.0,4.1,23.0,6.6576258625829405,6.832531418763361,0.7590778230180041
garden7,garden_tools,2017-12-01,10,571.8,18.103,56.97777778,57,339,2,1800,21,10,1,12,2017,17.24137931,32560,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,51.32222222,4.1,4.2,4.1,1043.6,339.0,4.2,20.0,6.348789279888211,5.694405668463867,0.6211933942316458
health5,health_beauty,2017-09-01,7,2449.3,26.58285714,349.9,51,625,1,900,21,9,1,9,2017,10.9375,11400,23.99,16.12,89.99,13.96428571,58.99,15.6392,349.9,4.3,4.1,3.9,2449.3,82.0,4.3,7.0,7.803557548428955,7.581050922123936,0.861364951024293
consoles2,consoles_games,2018-02-01,1,32.5,11.85,32.5,56,237,3,100,20,8,2,2,2018,4.166666667,2304,32.5,15.256,32.5,11.85,32.5,11.85,27.03333333,3.9,3.9,3.9,271.2,9.0,3.9,10.0,3.481240089335692,5.60285655606624,0.0
cool5,cool_stuff,2018-04-01,4,338.77,18.195,84.6925,54,995,1,4475,21,9,1,4,2018,9.703196347,32736,89.86333333,19.87666667,129.99,23.49,35.0,14.845,97.952,4.2,4.3,4.4,489.76,45.0,4.3,5.0,5.8253214110414895,6.172814311321149,0.40393119629630236
garden3,garden_tools,2017-02-01,1,99.99,33.0,99.99,47,1893,1,6050,20,8,2,2,2017,11.58685065,8000,99.99,33.0,99.99,33.0,99.99,33.0,99.94,4.1,4.1,4.1,99.99,3.0,4.1,1.0,4.605070180987758,7.299783853153339,0.0
cool4,cool_stuff,2018-03-01,11,1911.89,23.95454545,173.8081818,40,1456,1,2425,22,9,1,3,2018,28.94736842,16530,99.99,20.78,129.99,18.49,35.0,16.25615385,176.99,4.2,4.3,3.8,1415.92,20.0,3.8,8.0,7.5558475605756,7.469209031664187,0.0913133755095966
